# T3 paper diagnostic metrics — all per-run scalars from summary_T*.csv (read, not recomputed)
# Source: webwalkerqa/run/run_main_table.py compute_qpd / compute_itc / compute_atc
# QPD = Query Pairwise Diversity: mean Jaccard distance over all pairs of turn-1 queries across the k threads (per question, then averaged over questions)
# ITC = Inter-Turn Coherence: per thread, mean Jaccard similarity of turn-1 query vs each later turn's query; averaged over threads then questions
# ATC = Across-Thread Coherence (despite the name, this is a DISTANCE): per turn, mean pairwise Jaccard distance between threads' queries; averaged across turns and questions
# Sequential (k=1) writes 0.0 for all three metrics by construction (no pair to compare).
model,dataset,condition,k,seed,num_questions,QPD,ITC,ATC,source_dir
qwen3-8b,browsecomp,diversity_parallel,8,3,250,0.807002935999999,0.3443810999999998,0.7845274399999997,main_table_web_serper/qwen3-8b/browsecomp/div_k8/run_3
qwen3-8b,browsecomp,naive_parallel,4,1,250,0.080646016,0.066168408,0.078883872,main_table_web_serper/qwen3-8b/browsecomp/naive_k4/run_1
qwen3-8b,browsecomp,naive_parallel,4,2,250,0.0629223999999999,0.068490916,0.060445232,main_table_web_serper/qwen3-8b/browsecomp/naive_k4/run_2
qwen3-8b,browsecomp,naive_parallel,4,3,250,0.0661222039999999,0.0539102879999999,0.064448828,main_table_web_serper/qwen3-8b/browsecomp/naive_k4/run_3
qwen3-8b,browsecomp,naive_parallel,8,1,250,0.067264716,0.093733956,0.066435972,main_table_web_serper/qwen3-8b/browsecomp/naive_k8/run_1
qwen3-8b,browsecomp,naive_parallel,8,2,250,0.064204024,0.097996192,0.064320948,main_table_web_serper/qwen3-8b/browsecomp/naive_k8/run_2
qwen3-8b,browsecomp,naive_parallel,8,3,250,0.061264748,0.07723004,0.0593526959999999,main_table_web_serper/qwen3-8b/browsecomp/naive_k8/run_3
qwen3-8b,browsecomp,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/browsecomp/seq/run_1
qwen3-8b,browsecomp,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/browsecomp/seq/run_2
qwen3-8b,browsecomp,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/browsecomp/seq/run_3
qwen3-8b,gaia,diversity_parallel,4,1,103,0.7512579126213592,0.3316717864077669,0.6844367281553401,main_table_web_serper/qwen3-8b/gaia/div_k4/run_1
qwen3-8b,gaia,diversity_parallel,4,2,103,0.7293423398058256,0.341153718446602,0.660880233009709,main_table_web_serper/qwen3-8b/gaia/div_k4/run_2
qwen3-8b,gaia,diversity_parallel,4,3,103,0.7416301747572813,0.3107274077669902,0.6663798252427181,main_table_web_serper/qwen3-8b/gaia/div_k4/run_3
qwen3-8b,gaia,diversity_parallel,8,1,103,0.6923498640776694,0.344991427184466,0.6298651456310679,main_table_web_serper/qwen3-8b/gaia/div_k8/run_1
qwen3-8b,gaia,diversity_parallel,8,2,103,0.7117783980582522,0.3414118349514564,0.6397802135922329,main_table_web_serper/qwen3-8b/gaia/div_k8/run_2
qwen3-8b,gaia,diversity_parallel,8,3,103,0.6982636990291263,0.3371125145631067,0.6393993300970874,main_table_web_serper/qwen3-8b/gaia/div_k8/run_3
qwen3-8b,gaia,naive_parallel,4,1,103,0.2244196990291262,0.4435663106796116,0.2712281844660195,main_table_web_serper/qwen3-8b/gaia/naive_k4/run_1
qwen3-8b,gaia,naive_parallel,4,2,103,0.2523385922330097,0.4428668349514563,0.2850762912621359,main_table_web_serper/qwen3-8b/gaia/naive_k4/run_2
qwen3-8b,gaia,naive_parallel,4,3,103,0.2051635339805825,0.458317436893204,0.268185854368932,main_table_web_serper/qwen3-8b/gaia/naive_k4/run_3
qwen3-8b,gaia,naive_parallel,8,1,103,0.2304704077669903,0.456389291262136,0.2745039805825243,main_table_web_serper/qwen3-8b/gaia/naive_k8/run_1
qwen3-8b,gaia,naive_parallel,8,2,103,0.2411877669902913,0.4576310873786408,0.2916203980582523,main_table_web_serper/qwen3-8b/gaia/naive_k8/run_2
qwen3-8b,gaia,naive_parallel,8,3,103,0.2331924660194174,0.4567815631067963,0.2724652233009709,main_table_web_serper/qwen3-8b/gaia/naive_k8/run_3
qwen3-8b,gaia,sequential,1,1,103,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/gaia/seq/run_1
qwen3-8b,gaia,sequential,1,2,103,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/gaia/seq/run_2
qwen3-8b,gaia,sequential,1,3,103,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/gaia/seq/run_3
qwen3-8b,hle,diversity_parallel,4,1,250,0.8261908200000001,0.2978402559999998,0.6978215079999998,main_table_web_serper/qwen3-8b/hle/div_k4/run_1
qwen3-8b,hle,diversity_parallel,4,2,250,0.8208066000000002,0.288062816,0.6978174279999997,main_table_web_serper/qwen3-8b/hle/div_k4/run_2
qwen3-8b,hle,diversity_parallel,4,3,250,0.829523764,0.2926387319999999,0.6953606519999999,main_table_web_serper/qwen3-8b/hle/div_k4/run_3
qwen3-8b,hle,diversity_parallel,8,1,250,0.7802664880000004,0.312449808,0.6703353319999998,main_table_web_serper/qwen3-8b/hle/div_k8/run_1
qwen3-8b,hle,diversity_parallel,8,2,250,0.7780958040000002,0.3131989159999999,0.668137204,main_table_web_serper/qwen3-8b/hle/div_k8/run_2
qwen3-8b,hle,diversity_parallel,8,3,250,0.7765536679999997,0.3149886440000003,0.6711471000000002,main_table_web_serper/qwen3-8b/hle/div_k8/run_3
qwen3-8b,hle,naive_parallel,4,1,250,0.2999276240000001,0.5635040880000001,0.354434652,main_table_web_serper/qwen3-8b/hle/naive_k4/run_1
qwen3-8b,hle,naive_parallel,4,2,250,0.296485056,0.546278168,0.351532388,main_table_web_serper/qwen3-8b/hle/naive_k4/run_2
qwen3-8b,hle,naive_parallel,4,3,250,0.3073883160000001,0.5410257279999999,0.3579323320000001,main_table_web_serper/qwen3-8b/hle/naive_k4/run_3
qwen3-8b,hle,naive_parallel,8,1,250,0.310365264,0.5645196479999999,0.3580747599999999,main_table_web_serper/qwen3-8b/hle/naive_k8/run_1
qwen3-8b,hle,naive_parallel,8,2,250,0.311724604,0.561911976,0.36100988,main_table_web_serper/qwen3-8b/hle/naive_k8/run_2
qwen3-8b,hle,naive_parallel,8,3,250,0.3142193760000002,0.5740933039999997,0.3655577560000003,main_table_web_serper/qwen3-8b/hle/naive_k8/run_3
qwen3-8b,hle,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/hle/seq/run_1
qwen3-8b,hle,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/hle/seq/run_2
qwen3-8b,hle,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/hle/seq/run_3
qwen3-8b,webwalker,diversity_parallel,4,1,250,0.8723538040000002,0.1804419080000001,0.8225712519999995,main_table_web_serper/qwen3-8b/webwalker/div_k4/run_1
qwen3-8b,webwalker,diversity_parallel,4,2,250,0.8718139160000001,0.2112080399999998,0.822045524,main_table_web_serper/qwen3-8b/webwalker/div_k4/run_2
qwen3-8b,webwalker,diversity_parallel,4,3,250,0.8690323000000002,0.186557352,0.8177668600000001,main_table_web_serper/qwen3-8b/webwalker/div_k4/run_3
qwen3-8b,webwalker,diversity_parallel,8,1,250,0.8496215039999999,0.1902157679999999,0.7996906199999994,main_table_web_serper/qwen3-8b/webwalker/div_k8/run_1
qwen3-8b,webwalker,diversity_parallel,8,2,250,0.84857796,0.1934440239999999,0.7954037679999996,main_table_web_serper/qwen3-8b/webwalker/div_k8/run_2
qwen3-8b,webwalker,diversity_parallel,8,3,250,0.8492229279999998,0.197333468,0.8026312079999998,main_table_web_serper/qwen3-8b/webwalker/div_k8/run_3
qwen3-8b,webwalker,naive_parallel,4,1,250,0.214415076,0.352237016,0.2354492119999999,main_table_web_serper/qwen3-8b/webwalker/naive_k4/run_1
qwen3-8b,webwalker,naive_parallel,4,2,250,0.220624288,0.3792137160000001,0.240566664,main_table_web_serper/qwen3-8b/webwalker/naive_k4/run_2
qwen3-8b,webwalker,naive_parallel,4,3,250,0.223655844,0.3930402199999999,0.2398356599999999,main_table_web_serper/qwen3-8b/webwalker/naive_k4/run_3
qwen3-8b,webwalker,naive_parallel,8,1,250,0.2286379240000001,0.4390155840000003,0.245918336,main_table_web_serper/qwen3-8b/webwalker/naive_k8/run_1
qwen3-8b,webwalker,naive_parallel,8,2,250,0.228145524,0.4154814799999999,0.2458217239999999,main_table_web_serper/qwen3-8b/webwalker/naive_k8/run_2
qwen3-8b,webwalker,naive_parallel,8,3,250,0.222802868,0.431067596,0.240384564,main_table_web_serper/qwen3-8b/webwalker/naive_k8/run_3
qwen3-8b,webwalker,sequential,1,1,250,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/webwalker/seq/run_1
qwen3-8b,webwalker,sequential,1,2,250,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/webwalker/seq/run_2
qwen3-8b,webwalker,sequential,1,3,250,0.0,0.0,0.0,main_table_web_serper/qwen3-8b/webwalker/seq/run_3
gemma3-12b,GAIA,diversity_parallel,2,1,103,0.8885197378640772,0.2729618834951455,0.6941071262135925,passk_ablation/gemma3-12b/GAIA/div_k2/run_1
gemma3-12b,GAIA,diversity_parallel,2,2,103,0.8718204368932039,0.3046151359223301,0.6965875436893203,passk_ablation/gemma3-12b/GAIA/div_k2/run_2
gemma3-12b,GAIA,diversity_parallel,2,3,103,0.879813495145631,0.2906163786407766,0.6986625728155338,passk_ablation/gemma3-12b/GAIA/div_k2/run_3
gemma3-12b,GAIA,naive_parallel,2,1,103,0.2459877572815534,0.3574654174757282,0.4555074271844658,passk_ablation/gemma3-12b/GAIA/naive_k2/run_1
gemma3-12b,GAIA,naive_parallel,2,2,103,0.2377304174757281,0.3605213592233007,0.4682139902912618,passk_ablation/gemma3-12b/GAIA/naive_k2/run_2
gemma3-12b,GAIA,naive_parallel,2,3,103,0.2348872427184466,0.360976213592233,0.4363228349514563,passk_ablation/gemma3-12b/GAIA/naive_k2/run_3
gemma3-12b,bamboogle,diversity_parallel,2,1,125,0.9746044,0.1697169999999999,0.8596264480000001,passk_ablation/gemma3-12b/bamboogle/div_k2/run_1
gemma3-12b,bamboogle,diversity_parallel,2,2,125,0.9643562080000002,0.1531289679999999,0.8313660399999998,passk_ablation/gemma3-12b/bamboogle/div_k2/run_2
gemma3-12b,bamboogle,diversity_parallel,2,3,125,0.9718254240000004,0.159858048,0.8391299119999999,passk_ablation/gemma3-12b/bamboogle/div_k2/run_3
gemma3-12b,bamboogle,naive_parallel,2,1,125,0.161929392,0.194257656,0.2417928719999999,passk_ablation/gemma3-12b/bamboogle/naive_k2/run_1
gemma3-12b,bamboogle,naive_parallel,2,2,125,0.175315864,0.203471448,0.2986389279999999,passk_ablation/gemma3-12b/bamboogle/naive_k2/run_2
gemma3-12b,bamboogle,naive_parallel,2,3,125,0.172316304,0.2066809039999999,0.299860016,passk_ablation/gemma3-12b/bamboogle/naive_k2/run_3
gemma3-12b,hotpotqa,diversity_parallel,2,1,512,0.92531179296875,0.000139509765625,0.92531179296875,passk_ablation/gemma3-12b/hotpotqa/div_k2/run_1
gemma3-12b,hotpotqa,diversity_parallel,2,2,512,0.9310991718749988,0.0,0.9310991718749988,passk_ablation/gemma3-12b/hotpotqa/div_k2/run_2
gemma3-12b,hotpotqa,diversity_parallel,2,3,512,0.9322490390625,0.0,0.9322490390625,passk_ablation/gemma3-12b/hotpotqa/div_k2/run_3
gemma3-12b,hotpotqa,naive_parallel,2,1,512,0.021111365234375,0.000139509765625,0.021111365234375,passk_ablation/gemma3-12b/hotpotqa/naive_k2/run_1
gemma3-12b,hotpotqa,naive_parallel,2,2,512,0.020969740234375,0.0,0.020969740234375,passk_ablation/gemma3-12b/hotpotqa/naive_k2/run_2
gemma3-12b,hotpotqa,naive_parallel,2,3,512,0.0397298183593749,0.0,0.0397298183593749,passk_ablation/gemma3-12b/hotpotqa/naive_k2/run_3
gemma3-4b,GAIA,diversity_parallel,2,1,103,0.912038980582524,0.4162516310679611,0.6879684271844656,passk_ablation/gemma3-4b/GAIA/div_k2/run_1
gemma3-4b,GAIA,diversity_parallel,2,2,103,0.9114107475728151,0.4041420485436893,0.732006427184466,passk_ablation/gemma3-4b/GAIA/div_k2/run_2
gemma3-4b,GAIA,diversity_parallel,2,3,103,0.916103524271844,0.3848987378640777,0.7134498834951454,passk_ablation/gemma3-4b/GAIA/div_k2/run_3
gemma3-4b,GAIA,naive_parallel,2,1,103,0.2261380970873786,0.6529741553398059,0.3785590485436893,passk_ablation/gemma3-4b/GAIA/naive_k2/run_1
gemma3-4b,GAIA,naive_parallel,2,2,103,0.2578187281553398,0.6352046796116503,0.3941968446601944,passk_ablation/gemma3-4b/GAIA/naive_k2/run_2
gemma3-4b,GAIA,naive_parallel,2,3,103,0.2535648932038834,0.6191456699029124,0.3960645631067961,passk_ablation/gemma3-4b/GAIA/naive_k2/run_3
gemma3-4b,bamboogle,diversity_parallel,2,1,125,0.979110456,0.2306606879999999,0.8523778799999999,passk_ablation/gemma3-4b/bamboogle/div_k2/run_1
gemma3-4b,bamboogle,diversity_parallel,2,2,125,0.9765020000000002,0.2422002639999999,0.87633432,passk_ablation/gemma3-4b/bamboogle/div_k2/run_2
gemma3-4b,bamboogle,diversity_parallel,2,3,125,0.9735080560000005,0.1950975359999999,0.8787119759999997,passk_ablation/gemma3-4b/bamboogle/div_k2/run_3
gemma3-4b,bamboogle,naive_parallel,2,1,125,0.146191096,0.31232084,0.2762851119999999,passk_ablation/gemma3-4b/bamboogle/naive_k2/run_1
gemma3-4b,bamboogle,naive_parallel,2,2,125,0.183406704,0.299804656,0.34901704,passk_ablation/gemma3-4b/bamboogle/naive_k2/run_2
gemma3-4b,bamboogle,naive_parallel,2,3,125,0.177671376,0.3117684480000001,0.3213663839999999,passk_ablation/gemma3-4b/bamboogle/naive_k2/run_3
gemma3-4b,hotpotqa,diversity_parallel,2,1,512,0.9630969023437496,0.000837052734375,0.9630969023437496,passk_ablation/gemma3-4b/hotpotqa/div_k2/run_1
gemma3-4b,hotpotqa,diversity_parallel,2,2,512,0.9607881191406245,0.00336371484375,0.9607881191406245,passk_ablation/gemma3-4b/hotpotqa/div_k2/run_2
gemma3-4b,hotpotqa,diversity_parallel,2,3,512,0.9582448085937496,0.005151755859375,0.9582448085937496,passk_ablation/gemma3-4b/hotpotqa/div_k2/run_3
gemma3-4b,hotpotqa,naive_parallel,2,1,512,0.0,0.0,0.0,passk_ablation/gemma3-4b/hotpotqa/naive_k2/run_1
gemma3-4b,hotpotqa,naive_parallel,2,2,512,0.0,0.0,0.0,passk_ablation/gemma3-4b/hotpotqa/naive_k2/run_2
gemma3-4b,hotpotqa,naive_parallel,2,3,512,0.0,0.001302083984375,0.0,passk_ablation/gemma3-4b/hotpotqa/naive_k2/run_3
qwen3-1.7b,GAIA,diversity_parallel,2,1,103,0.6243096310679612,0.5593648834951456,0.5827369902912622,passk_ablation/qwen3-1.7b/GAIA/div_k2/run_1
qwen3-1.7b,GAIA,diversity_parallel,2,2,103,0.6291292621359225,0.5689443592233008,0.5985186019417477,passk_ablation/qwen3-1.7b/GAIA/div_k2/run_2
qwen3-1.7b,GAIA,diversity_parallel,2,3,103,0.6367731359223301,0.5342952524271845,0.5729013980582524,passk_ablation/qwen3-1.7b/GAIA/div_k2/run_3
qwen3-1.7b,GAIA,naive_parallel,2,1,103,0.2582113883495145,0.6572513009708738,0.2602018252427184,passk_ablation/qwen3-1.7b/GAIA/naive_k2/run_1
qwen3-1.7b,GAIA,naive_parallel,2,2,103,0.2664929514563107,0.6644001844660197,0.2804213495145631,passk_ablation/qwen3-1.7b/GAIA/naive_k2/run_2
qwen3-1.7b,GAIA,naive_parallel,2,3,103,0.2687816310679611,0.6897062718446603,0.2715573689320387,passk_ablation/qwen3-1.7b/GAIA/naive_k2/run_3
qwen3-1.7b,bamboogle,diversity_parallel,2,1,125,0.6720922079999999,0.4020885599999997,0.5786695920000001,passk_ablation/qwen3-1.7b/bamboogle/div_k2/run_1
qwen3-1.7b,bamboogle,diversity_parallel,2,2,125,0.6801377039999998,0.4364123359999999,0.5864192319999999,passk_ablation/qwen3-1.7b/bamboogle/div_k2/run_2
qwen3-1.7b,bamboogle,diversity_parallel,2,3,125,0.6577519760000002,0.4319212240000001,0.5571739439999999,passk_ablation/qwen3-1.7b/bamboogle/div_k2/run_3
qwen3-1.7b,bamboogle,naive_parallel,2,1,125,0.214087208,0.6992939599999999,0.213537904,passk_ablation/qwen3-1.7b/bamboogle/naive_k2/run_1
qwen3-1.7b,bamboogle,naive_parallel,2,2,125,0.199303328,0.6932990640000001,0.207463928,passk_ablation/qwen3-1.7b/bamboogle/naive_k2/run_2
qwen3-1.7b,bamboogle,naive_parallel,2,3,125,0.193828424,0.6622055519999999,0.191237192,passk_ablation/qwen3-1.7b/bamboogle/naive_k2/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,2,1,512,0.6816522285156256,0.289024236328125,0.6779758691406254,passk_ablation/qwen3-1.7b/hotpotqa/div_k2/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,2,2,512,0.6806349394531261,0.2941187578124999,0.6750116777343761,passk_ablation/qwen3-1.7b/hotpotqa/div_k2/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,2,3,512,0.6856220156250015,0.2923325332031249,0.678352957031251,passk_ablation/qwen3-1.7b/hotpotqa/div_k2/run_3
qwen3-1.7b,hotpotqa,naive_parallel,2,1,512,0.157440912109375,0.251063240234375,0.159157646484375,passk_ablation/qwen3-1.7b/hotpotqa/naive_k2/run_1
qwen3-1.7b,hotpotqa,naive_parallel,2,2,512,0.1466263652343749,0.20491672265625,0.1477689433593749,passk_ablation/qwen3-1.7b/hotpotqa/naive_k2/run_2
qwen3-1.7b,hotpotqa,naive_parallel,2,3,512,0.143460962890625,0.2255107265625,0.143294095703125,passk_ablation/qwen3-1.7b/hotpotqa/naive_k2/run_3
qwen3-4b,GAIA,diversity_parallel,2,1,103,0.7299256407766991,0.4968876990291262,0.6545198446601943,passk_ablation/qwen3-4b/GAIA/div_k2/run_1
qwen3-4b,GAIA,diversity_parallel,2,2,103,0.7251770679611651,0.5097270776699029,0.6589600776699029,passk_ablation/qwen3-4b/GAIA/div_k2/run_2
qwen3-4b,GAIA,diversity_parallel,2,3,103,0.7338079514563107,0.4560841165048543,0.6602591844660195,passk_ablation/qwen3-4b/GAIA/div_k2/run_3
qwen3-4b,GAIA,naive_parallel,2,1,103,0.1482126699029126,0.6444384466019416,0.1552777572815534,passk_ablation/qwen3-4b/GAIA/naive_k2/run_1
qwen3-4b,GAIA,naive_parallel,2,2,103,0.1669146504854369,0.6608992912621359,0.1678944174757282,passk_ablation/qwen3-4b/GAIA/naive_k2/run_2
qwen3-4b,GAIA,naive_parallel,2,3,103,0.1741105145631067,0.6680207766990289,0.1755781553398058,passk_ablation/qwen3-4b/GAIA/naive_k2/run_3
qwen3-4b,bamboogle,diversity_parallel,2,1,125,0.7460184320000001,0.1255055759999999,0.7305158320000001,passk_ablation/qwen3-4b/bamboogle/div_k2/run_1
qwen3-4b,bamboogle,diversity_parallel,2,2,125,0.7618176079999999,0.127430152,0.7590769439999999,passk_ablation/qwen3-4b/bamboogle/div_k2/run_2
qwen3-4b,bamboogle,diversity_parallel,2,3,125,0.7379621599999999,0.131702728,0.730133584,passk_ablation/qwen3-4b/bamboogle/div_k2/run_3
qwen3-4b,bamboogle,naive_parallel,2,1,125,0.0849360319999999,0.08899048,0.0849360319999999,passk_ablation/qwen3-4b/bamboogle/naive_k2/run_1
qwen3-4b,bamboogle,naive_parallel,2,2,125,0.1080706079999999,0.0914476239999999,0.1075857599999999,passk_ablation/qwen3-4b/bamboogle/naive_k2/run_2
qwen3-4b,bamboogle,naive_parallel,2,3,125,0.10110528,0.1118476239999999,0.10110528,passk_ablation/qwen3-4b/bamboogle/naive_k2/run_3
qwen3-4b,hotpotqa,diversity_parallel,2,1,512,0.743309468750001,0.045610298828125,0.743010890625001,passk_ablation/qwen3-4b/hotpotqa/div_k2/run_1
qwen3-4b,hotpotqa,diversity_parallel,2,2,512,0.7440809277343751,0.037046078125,0.743861201171875,passk_ablation/qwen3-4b/hotpotqa/div_k2/run_2
qwen3-4b,hotpotqa,diversity_parallel,2,3,512,0.7442656679687504,0.0363967109374999,0.7442280019531254,passk_ablation/qwen3-4b/hotpotqa/div_k2/run_3
qwen3-4b,hotpotqa,naive_parallel,2,1,512,0.08552744921875,0.0476804804687499,0.08515184765625,passk_ablation/qwen3-4b/hotpotqa/naive_k2/run_1
qwen3-4b,hotpotqa,naive_parallel,2,2,512,0.0903689472656249,0.0357809394531249,0.0903689472656249,passk_ablation/qwen3-4b/hotpotqa/naive_k2/run_2
qwen3-4b,hotpotqa,naive_parallel,2,3,512,0.071806990234375,0.0377268183593749,0.072923060546875,passk_ablation/qwen3-4b/hotpotqa/naive_k2/run_3
qwen3-8b,GAIA,diversity_parallel,2,1,103,0.8009396407766989,0.413011504854369,0.6331885436893204,passk_ablation/qwen3-8b/GAIA/div_k2/run_1
qwen3-8b,GAIA,diversity_parallel,2,2,103,0.8111761844660196,0.442329922330097,0.6164470097087378,passk_ablation/qwen3-8b/GAIA/div_k2/run_2
qwen3-8b,GAIA,diversity_parallel,2,3,103,0.8208466893203884,0.4635042038834951,0.6660451456310678,passk_ablation/qwen3-8b/GAIA/div_k2/run_3
qwen3-8b,GAIA,naive_parallel,2,1,103,0.1775363203883495,0.7132812815533982,0.2358456310679611,passk_ablation/qwen3-8b/GAIA/naive_k2/run_1
qwen3-8b,GAIA,naive_parallel,2,2,103,0.1641755048543689,0.7169184271844659,0.2394629126213592,passk_ablation/qwen3-8b/GAIA/naive_k2/run_2
qwen3-8b,GAIA,naive_parallel,2,3,103,0.1985007184466019,0.718574262135922,0.257171708737864,passk_ablation/qwen3-8b/GAIA/naive_k2/run_3
qwen3-8b,bamboogle,diversity_parallel,2,1,125,0.8245399279999998,0.2958440959999999,0.7362940079999997,passk_ablation/qwen3-8b/bamboogle/div_k2/run_1
qwen3-8b,bamboogle,diversity_parallel,2,2,125,0.8156429919999996,0.29260268,0.7314032319999998,passk_ablation/qwen3-8b/bamboogle/div_k2/run_2
qwen3-8b,bamboogle,diversity_parallel,2,3,125,0.810937392,0.265341856,0.7539253120000002,passk_ablation/qwen3-8b/bamboogle/div_k2/run_3
qwen3-8b,bamboogle,naive_parallel,2,1,125,0.1118949839999999,0.3929664480000001,0.13742196,passk_ablation/qwen3-8b/bamboogle/naive_k2/run_1
qwen3-8b,bamboogle,naive_parallel,2,2,125,0.064277344,0.39662964,0.1119158479999999,passk_ablation/qwen3-8b/bamboogle/naive_k2/run_2
qwen3-8b,bamboogle,naive_parallel,2,3,125,0.0987304479999999,0.3760356559999999,0.13266404,passk_ablation/qwen3-8b/bamboogle/naive_k2/run_3
qwen3-8b,hotpotqa,diversity_parallel,2,1,512,0.8150777812500012,0.1314885292968749,0.8059642148437509,passk_ablation/qwen3-8b/hotpotqa/div_k2/run_1
qwen3-8b,hotpotqa,diversity_parallel,2,2,512,0.8076336074218764,0.13784645703125,0.7985601757812515,passk_ablation/qwen3-8b/hotpotqa/div_k2/run_2
qwen3-8b,hotpotqa,diversity_parallel,2,3,512,0.8075745664062501,0.1298306894531249,0.7953286328125003,passk_ablation/qwen3-8b/hotpotqa/div_k2/run_3
qwen3-8b,hotpotqa,naive_parallel,2,1,512,0.0979272207031249,0.1657579999999999,0.104850265625,passk_ablation/qwen3-8b/hotpotqa/naive_k2/run_1
qwen3-8b,hotpotqa,naive_parallel,2,2,512,0.113244943359375,0.1456613320312499,0.123652501953125,passk_ablation/qwen3-8b/hotpotqa/naive_k2/run_2
qwen3-8b,hotpotqa,naive_parallel,2,3,512,0.0982170449218749,0.1775565371093749,0.1082183437499999,passk_ablation/qwen3-8b/hotpotqa/naive_k2/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5360250194174759,0.6101962038834954,0.5011386310679612,poolsize_ablation/qwen3-1.7b/GAIA/pool_16/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.542024097087379,0.5833535436893205,0.5052587961165049,poolsize_ablation/qwen3-1.7b/GAIA/pool_16/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.5245492427184467,0.6104424660194174,0.4946833300970872,poolsize_ablation/qwen3-1.7b/GAIA/pool_16/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5375738640776696,0.6660648446601943,0.5098790097087379,poolsize_ablation/qwen3-1.7b/GAIA/pool_32/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5359673203883497,0.6450987378640777,0.4954973009708738,poolsize_ablation/qwen3-1.7b/GAIA/pool_32/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.545688213592233,0.6473357475728155,0.5154741553398058,poolsize_ablation/qwen3-1.7b/GAIA/pool_32/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5245070970873785,0.6627970194174757,0.5075111359223299,poolsize_ablation/qwen3-1.7b/GAIA/pool_4/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5411364077669906,0.6486422718446602,0.5237108349514564,poolsize_ablation/qwen3-1.7b/GAIA/pool_4/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.5317988252427184,0.6405728737864077,0.5068747281553395,poolsize_ablation/qwen3-1.7b/GAIA/pool_4/run_3
qwen3-1.7b,GAIA,diversity_parallel,4,1,103,0.5669460388349513,0.5994067087378641,0.5418323495145627,poolsize_ablation/qwen3-1.7b/GAIA/pool_8/run_1
qwen3-1.7b,GAIA,diversity_parallel,4,2,103,0.5632767378640775,0.5990519417475728,0.5355535242718444,poolsize_ablation/qwen3-1.7b/GAIA/pool_8/run_2
qwen3-1.7b,GAIA,diversity_parallel,4,3,103,0.5649881553398058,0.6103573398058253,0.534670145631068,poolsize_ablation/qwen3-1.7b/GAIA/pool_8/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6142201738281249,0.4176805097656249,0.6066429570312496,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_16/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6165575781250002,0.40288025,0.6072310234374998,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_16/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.6170054414062507,0.3996265859375,0.6116908710937505,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_16/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.6117243320312499,0.4061635410156249,0.6020150078125002,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_32/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.6078033554687502,0.42017378125,0.6017761542968754,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_32/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.6109187441406251,0.3987337089843751,0.6018679863281248,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_32/run_3
qwen3-1.7b,hotpotqa,diversity_parallel,4,1,512,0.5896817148437498,0.4280432421875,0.58201614453125,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_4/run_1
qwen3-1.7b,hotpotqa,diversity_parallel,4,2,512,0.5852875332031253,0.42189551953125,0.5790524355468749,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_4/run_2
qwen3-1.7b,hotpotqa,diversity_parallel,4,3,512,0.5825918789062502,0.4202324589843748,0.5758538808593748,poolsize_ablation/qwen3-1.7b/hotpotqa/pool_4/run_3
